2025-05-16 11:41:19,340 - INFO - Server OpenAPI version is 0.0.40
2025-05-16 11:41:20,401 - INFO - Successfully logged into EcoTaxa.
2025-05-16 11:41:20,402 - INFO - Processing EcoTaxa folder: /home/fanny/EcoTaxa/M181-272-1_CTD-071_00deg00S-036deg00W_20220516-1313_updated
2025-05-16 11:41:20,403 - INFO - Pushing 1 files...
2025-05-16 11:41:20,404 - INFO - Pushing /home/fanny/EcoTaxa/M181-272-1_CTD-071_00deg00S-036deg00W_20220516-1313_updated/deconv_crops.zip to 15862...
2025-05-16 11:41:20,616 - INFO - Uploading /home/fanny/EcoTaxa/M181-272-1_CTD-071_00deg00S-036deg00W_20220516-1313_updated/deconv_crops.zip via HTTP...
2025-05-16 11:41:42,458 - INFO - Remote filename is /tmp/ecotaxa_user.3402/e1614e9e6dfceaeb34046a3279dfec0363ebc823f68af36c99b9f3ba67828903/home/fanny/EcoTaxa/M181-272-1_CTD-071_00deg00S-036deg00W_20220516-1313_updated/deconv_crops.zip.
2025-05-16 11:41:42,871 - INFO - Starting project import...
2025-05-16 11:43:26,571 - INFO - Successfully uploaded /home/fanny/EcoTaxa/M181-272-1_CTD-071_00deg00S-036deg00W_20220516-1313_updated/deconv_crops.zip to project 15862.
2025-05-16 11:43:26,572 - INFO - Uploaded deconv_crops.zip to project 15862.
2025-05-16 11:43:26,572 - INFO - Pushing 1 files...
2025-05-16 11:43:26,573 - INFO - Pushing /home/fanny/EcoTaxa/M181-272-1_CTD-071_00deg00S-036deg00W_20220516-1313_updated/crops.zip to 15753...
2025-05-16 11:43:26,725 - INFO - Uploading /home/fanny/EcoTaxa/M181-272-1_CTD-071_00deg00S-036deg00W_20220516-1313_updated/crops.zip via HTTP...
2025-05-16 11:43:40,633 - INFO - Remote filename is /tmp/ecotaxa_user.3402/34e2cf11ed41a1015dd6f571b933b7b39dba1522a4d0982e500fdbf3faf78c4b/home/fanny/EcoTaxa/M181-272-1_CTD-071_00deg00S-036deg00W_20220516-1313_updated/crops.zip.
2025-05-16 11:43:40,970 - INFO - Starting project import...
2025-05-16 11:45:24,897 - INFO - Successfully uploaded /home/fanny/EcoTaxa/M181-272-1_CTD-071_00deg00S-036deg00W_20220516-1313_updated/crops.zip to project 15753.
2025-05-16 11:45:24,897 - INFO - Uploaded crops.zip to project 15753.
2025-05-16 11:45:24,898 - INFO - Processing EcoTaxa folder: /home/fanny/EcoTaxa/M181-265-1_CTD-069_00deg00S-035deg00W_20220516-0101_updated
2025-05-16 11:45:24,898 - INFO - Pushing 1 files...
2025-05-16 11:45:24,899 - INFO - Pushing /home/fanny/EcoTaxa/M181-265-1_CTD-069_00deg00S-035deg00W_20220516-0101_updated/deconv_crops.zip to 15862...
2025-05-16 11:45:25,219 - INFO - Uploading /home/fanny/EcoTaxa/M181-265-1_CTD-069_00deg00S-035deg00W_20220516-0101_updated/deconv_crops.zip via HTTP...
2025-05-16 11:46:09,004 - INFO - Remote filename is /tmp/ecotaxa_user.3402/976bbccfbc6011c43bbe95e9085fef31101c78c0dd520a9e58929f1ed32cb700/home/fanny/EcoTaxa/M181-265-1_CTD-069_00deg00S-035deg00W_20220516-0101_updated/deconv_crops.zip.
2025-05-16 11:46:09,416 - INFO - Starting project import...
2025-05-16 11:53:50,158 - INFO - Successfully uploaded /home/fanny/EcoTaxa/M181-265-1_CTD-069_00deg00S-035deg00W_20220516-0101_updated/deconv_crops.zip to project 15862.
2025-05-16 11:53:50,158 - INFO - Uploaded deconv_crops.zip to project 15862.
2025-05-16 11:53:50,158 - INFO - Pushing 1 files...
2025-05-16 11:53:50,158 - INFO - Pushing /home/fanny/EcoTaxa/M181-265-1_CTD-069_00deg00S-035deg00W_20220516-0101_updated/crops.zip to 15753...
2025-05-16 11:53:50,357 - INFO - Uploading /home/fanny/EcoTaxa/M181-265-1_CTD-069_00deg00S-035deg00W_20220516-0101_updated/crops.zip via HTTP...
2025-05-16 11:54:11,657 - INFO - Remote filename is /tmp/ecotaxa_user.3402/126ca018fc92669e1f3ee24527576e15352583ba7b800fc798424ac39c9dd0de/home/fanny/EcoTaxa/M181-265-1_CTD-069_00deg00S-035deg00W_20220516-0101_updated/crops.zip.
2025-05-16 11:54:12,061 - INFO - Starting project import...
2025-05-16 11:57:29,267 - INFO - Successfully uploaded /home/fanny/EcoTaxa/M181-265-1_CTD-069_00deg00S-035deg00W_20220516-0101_updated/crops.zip to project 15753.
2025-05-16 11:57:29,268 - INFO - Uploaded crops.zip to project 15753.
2025-05-16 11:57:29,268 - INFO - Processing EcoTaxa folder: /home/fanny/EcoTaxa/M181-241-1_CTD-063_00deg00S-030deg00W_20220513-2051_updated
2025-05-16 11:57:29,269 - INFO - Pushing 1 files...
2025-05-16 11:57:29,269 - INFO - Pushing /home/fanny/EcoTaxa/M181-241-1_CTD-063_00deg00S-030deg00W_20220513-2051_updated/deconv_crops.zip to 15862...
2025-05-16 11:57:29,373 - INFO - Uploading /home/fanny/EcoTaxa/M181-241-1_CTD-063_00deg00S-030deg00W_20220513-2051_updated/deconv_crops.zip via HTTP...
2025-05-16 11:57:37,645 - INFO - Remote filename is /tmp/ecotaxa_user.3402/40ff5f47b4c5d6deee93654fd8e65598f623d7ee33e31aa68be241b08bdbc639/home/fanny/EcoTaxa/M181-241-1_CTD-063_00deg00S-030deg00W_20220513-2051_updated/deconv_crops.zip.
2025-05-16 11:57:38,082 - INFO - Starting project import...
2025-05-16 11:58:19,744 - INFO - Successfully uploaded /home/fanny/EcoTaxa/M181-241-1_CTD-063_00deg00S-030deg00W_20220513-2051_updated/deconv_crops.zip to project 15862.
2025-05-16 11:58:19,744 - INFO - Uploaded deconv_crops.zip to project 15862.
2025-05-16 11:58:19,744 - INFO - Pushing 1 files...
2025-05-16 11:58:19,745 - INFO - Pushing /home/fanny/EcoTaxa/M181-241-1_CTD-063_00deg00S-030deg00W_20220513-2051_updated/crops.zip to 15753...
2025-05-16 11:58:19,822 - INFO - Uploading /home/fanny/EcoTaxa/M181-241-1_CTD-063_00deg00S-030deg00W_20220513-2051_updated/crops.zip via HTTP...
2025-05-16 11:58:24,315 - INFO - Remote filename is /tmp/ecotaxa_user.3402/cca9a1f0a13d38d9bff0ec1fa657235842ba4bb95e1333be84e07d907963a0de/home/fanny/EcoTaxa/M181-241-1_CTD-063_00deg00S-030deg00W_20220513-2051_updated/crops.zip.
2025-05-16 11:58:24,748 - INFO - Starting project import...
2025-05-16 11:59:06,420 - INFO - Successfully uploaded /home/fanny/EcoTaxa/M181-241-1_CTD-063_00deg00S-030deg00W_20220513-2051_updated/crops.zip to project 15753.
2025-05-16 11:59:06,420 - INFO - Uploaded crops.zip to project 15753.
2025-05-16 11:59:06,421 - INFO - Processing EcoTaxa folder: /home/fanny/EcoTaxa/M181-165-1_CTD-048_00deg00S-017deg00W_20220508-0903_updated
2025-05-16 11:59:06,421 - INFO - Pushing 1 files...
2025-05-16 11:59:06,422 - INFO - Pushing /home/fanny/EcoTaxa/M181-165-1_CTD-048_00deg00S-017deg00W_20220508-0903_updated/deconv_crops.zip to 15862...
2025-05-16 11:59:07,008 - INFO - Uploading /home/fanny/EcoTaxa/M181-165-1_CTD-048_00deg00S-017deg00W_20220508-0903_updated/deconv_crops.zip via HTTP...
2025-05-16 12:00:05,223 - INFO - Remote filename is /tmp/ecotaxa_user.3402/860d7a8dadec38d124a044b139bcac0010714cd98e608ca3f023222e3e4ccf27/home/fanny/EcoTaxa/M181-165-1_CTD-048_00deg00S-017deg00W_20220508-0903_updated/deconv_crops.zip.
2025-05-16 12:00:05,715 - INFO - Starting project import...
2025-05-16 12:08:22,761 - INFO - Successfully uploaded /home/fanny/EcoTaxa/M181-165-1_CTD-048_00deg00S-017deg00W_20220508-0903_updated/deconv_crops.zip to project 15862.
2025-05-16 12:08:22,762 - INFO - Uploaded deconv_crops.zip to project 15862.
2025-05-16 12:08:22,762 - INFO - Pushing 1 files...
2025-05-16 12:08:22,763 - INFO - Pushing /home/fanny/EcoTaxa/M181-165-1_CTD-048_00deg00S-017deg00W_20220508-0903_updated/crops.zip to 15753...
2025-05-16 12:08:23,098 - INFO - Uploading /home/fanny/EcoTaxa/M181-165-1_CTD-048_00deg00S-017deg00W_20220508-0903_updated/crops.zip via HTTP...
2025-05-16 12:09:15,408 - INFO - Remote filename is /tmp/ecotaxa_user.3402/b36e52dd67bc7531ec3871b714ed0087e35b29cf530639af5c3be8239e7a1b0d/home/fanny/EcoTaxa/M181-165-1_CTD-048_00deg00S-017deg00W_20220508-0903_updated/crops.zip.
2025-05-16 12:09:15,843 - INFO - Starting project import...
2025-05-16 12:42:53,142 - INFO - Successfully uploaded /home/fanny/EcoTaxa/M181-165-1_CTD-048_00deg00S-017deg00W_20220508-0903_updated/crops.zip to project 15753.
2025-05-16 12:42:53,143 - INFO - Uploaded crops.zip to project 15753.
2025-05-16 12:42:53,143 - INFO - Processing EcoTaxa folder: /home/fanny/EcoTaxa/M181-283-1_CTD-074_00deg00S-038deg50W_20220517-1445_updated
2025-05-16 12:42:53,144 - INFO - Pushing 1 files...
2025-05-16 12:42:53,145 - INFO - Pushing /home/fanny/EcoTaxa/M181-283-1_CTD-074_00deg00S-038deg50W_20220517-1445_updated/deconv_crops.zip to 15862...
2025-05-16 12:42:53,298 - INFO - Uploading /home/fanny/EcoTaxa/M181-283-1_CTD-074_00deg00S-038deg50W_20220517-1445_updated/deconv_crops.zip via HTTP...
2025-05-16 12:43:09,304 - INFO - Remote filename is /tmp/ecotaxa_user.3402/09c6aaaea05d7b5e8b32a8a642018125a61d81cd6a03b0f932ad8def42c1668e/home/fanny/EcoTaxa/M181-283-1_CTD-074_00deg00S-038deg50W_20220517-1445_updated/deconv_crops.zip.
2025-05-16 12:43:09,721 - INFO - Starting project import...
2025-05-16 13:03:05,025 - INFO - Successfully uploaded /home/fanny/EcoTaxa/M181-283-1_CTD-074_00deg00S-038deg50W_20220517-1445_updated/deconv_crops.zip to project 15862.
2025-05-16 13:03:05,026 - INFO - Uploaded deconv_crops.zip to project 15862.
2025-05-16 13:03:05,026 - INFO - Pushing 1 files...
2025-05-16 13:03:05,027 - INFO - Pushing /home/fanny/EcoTaxa/M181-283-1_CTD-074_00deg00S-038deg50W_20220517-1445_updated/crops.zip to 15753...
2025-05-16 13:03:05,170 - INFO - Uploading /home/fanny/EcoTaxa/M181-283-1_CTD-074_00deg00S-038deg50W_20220517-1445_updated/crops.zip via HTTP...
2025-05-16 13:03:14,419 - INFO - Remote filename is /tmp/ecotaxa_user.3402/590d722b406d6ab3170b29baed829db96213a0db9131519d775f9e78d3b3d586/home/fanny/EcoTaxa/M181-283-1_CTD-074_00deg00S-038deg50W_20220517-1445_updated/crops.zip.
2025-05-16 13:03:14,818 - INFO - Starting project import...
2025-05-16 13:16:10,999 - INFO - Successfully uploaded /home/fanny/EcoTaxa/M181-283-1_CTD-074_00deg00S-038deg50W_20220517-1445_updated/crops.zip to project 15753.
2025-05-16 13:16:10,999 - INFO - Uploaded crops.zip to project 15753.
2025-05-16 13:16:11,001 - INFO - Processing EcoTaxa folder: /home/fanny/EcoTaxa/M181-134-1_CTD-042_00deg00S-012deg00W_20220506-1013_updated
